time,description,camp
2026-06-06 11:00,Guided Couple’s Massage. Guided Couple’s Massage: Join us in the Tantric Tavern for an RMT- guided couples massage. Take turns learning to relax and connect with your partner through touch.,Nauti Norse
2026-06-06 11:00,"Loki’s Fix. Loki’s Fix: No promises, no rules, and no garnish left unquestioned as the trickster god seizes Saturday’s Caesar bar. Expect chaos in a cup and drink accordingly. Mock and vegan on request.",Neon Valhalla
2026-06-06 11:00,"Animani-Asanas Yoga. Animani-Asanas Yoga: Start your Saturday with Animaniacs and Asanas hosted by Dustin Taylor. If the stars align, we might even have cereal and smoothies for breakfast.",Pogs 4 Applause
2026-06-06 11:00,"Pleasure Lab. Pleasure Lab: What actually feels good? Step deeper into the Sensuary through a guided, playful exploration of touch, taste, sound, and connection.",Sensuary Camp
2026-06-06 11:00,"Cat Lenny in Space. Cat Lenny in Space: Meet Cat Lenny: cosmic traveller, dimensional beast, certified good boy. Climb aboard and transcend this earthly plane. Capture photographic evidence as you ride eternally through space and time.",Sloplandia
2026-06-06 11:00,Cornhole. Cornhole: I am the great Cornholio. I need beanbags for my bunghole.,Sloplandia
2026-06-06 11:00,Raggamuffin Morning. Raggamuffin Morning: Reggae and Dancehall music to get your saturday rolling rolling,Sound Habitat
2026-06-06 11:00,Deep Forest coffee service. Whether you’re seeking a quiet morning ritual or full reset. Follow the smell of fresh brewed coffee. Find the Forest.,White Lightning
2026-06-06 11:00,Brunch Bunch Bass Boogie Bash. Brunch Bunch Bass Boogie Bash: The brunch bunch are returning with more tasty beats and delicious eats. We’ll be serving the scrumptious sounds of the Hardy Boys with a delectable brunch and mimosas to start your day off right. Saturday and Sunday!,Bass House Brunch Bunch
2026-06-06 11:00,Morning ‘Toons with Tom. Morning ‘Toons with Tom: Sunday morning nostalgia with your friends at The Cottage. Come chill and relive the magic of classic cartoons on a Sunday morning. Sugary cereal optional but highly encouraged.,The Cottage
2026-06-06 11:00,Sock It Two Me meets Mutant Critters. Make a sock puppet and/or mutant stuffies,The Really Lost Penguins Chill Cave
2026-06-06 11:00,Micro Macrame Magic!. Learn to create your own Macrame Necklace! BYO special stone or one will be provided,The Playground
2026-06-06 11:00,Get Nailed & Tatted. Nail painting glory hole & temporary tatoos,Cozy Corner
2026-06-06 11:30,"Confession Concession. Confession Concession: Spin the Wheel of Penance! Confess your sins! Serving Grilled Cheeses, Bloody or Virgin Mary’s and punishment.",Confession Concession
2026-06-06 11:30,Ocean Crafts & Drop-In Creative Space. Ocean Crafts & Drop-In Creative Space: Drop in for some casual ocean-themed arts and crafts! Queer friendly space for creative souls of all ages.,Ripple Effect
2026-06-06 11:30,"PIG OUT at SIX DEGREES OF BACON. PIG OUT at SIX DEGREES OF BACON: Soo-ee! Come scarf down ya morning slop served by the sexiest of piggies! We’ve got tasty plant- based bacon & eggs with classic brunch cocktails, mocktails and coffee. No animals were harmed in the making of this brunch... unless you want us to? ;)",Six Degrees of Bacon
2026-06-06 11:45,"Gentle Yoga for Tired Bodies with Kim Dee. Gentle Yoga for Tired Bodies with Kim Dee: Been on the go since you got to Otherworld and feeling it in your body? Need a reason to slow down and be in a quiet(er) moment with yourself? All bodies and abilities welcome for this gentle, choice- based practice. Bring a mat/towel/ blanket.",Boobs & Berries
2026-06-06 12:00,"Cock Worship and Tying. Cock Worship and Tying: Live demo of rope as a tool for control, teasing and heightened sensation, using simple ties to build pressure and awareness. Explore how restraint and arousal interplay through slow, intentional touch—guided by communication, trust, and skill (19+).",Babylon
2026-06-06 12:00,Mimosas @ Bubbly Bar. Mimosas @ Bubbly Bar: Spin a wheel. Earn a mimosa. Win a prize!? Praise Gary.,Bubbly Bar
2026-06-06 12:00,"Parole Board. Parole Board: Were you convicted of crimes at a previous Burn’s Court? We’ll review your case and set you free, mostly, and finally. Probably. We’ll “spitball” your appeal together. R.I.P. Next of kin required.",Camp Otherbo’r’d
2026-06-06 12:00,"Lemonade stand happy hour!. Your neighbourhood lemonade bar & lounge, serving up fabulously moist libations (boozy + non).",Luscious Lemon camp
2026-06-06 12:00,"Story Hour. Story Hour: Tell a story, or listen to the rambling of yesteryear...",Camp Who Says Ni
2026-06-06 12:00,Chai - a sip of decolonization. Come enjoy a cup of chai (hot or iced) and explore the colonial history and cultural reclamation of drinking chai.,Thirst Trap
2026-06-06 12:00,"SPIKE IT!. SPIKE IT!: Add some spikes to your shit! BYOStuff, we have the spikes",Campocalypse
2026-06-06 12:00,"Chai Lounge. Come in and let us serve you a cup of iced chai in our cozy, kinky chai lounge. We have dairy and vegan options.",Thirst Trap
2026-06-06 12:00,"Campocalypse Taco Party. Campocalypse Taco Party: Tasty tacos, inclusive as fuck. Vegan, gluten free, eat’m while we got em. Mealtime entertainment provided.",Campocalypse
2026-06-06 12:00,"Jetane: Floating Points of Light. Beautiful Balearic downtempo, warm sunrise grooves and emotional coastal rhythms for a slow Saturday start.",Electric Circus
2026-06-06 12:00,"Full Liquor Bar!. Full Liquor Bar!: Come on by and drink our premium swill! We are serving favored classics like, whatever we fucking give you, and FREE HOT VERMOUTH!",Campocalypse
2026-06-06 12:00,Saturday food offering. Saturday food offering: Stop by Disco Loco for our Snack Track! --- food available until we run out,Disco Loco
2026-06-06 12:00,"Craft-In Circle. Craft-In Circle: Come hang out in the shade, drink tea and craft together. Bring your own or supplies provided.",Fairytale BookHub Café & Trash Fence Kid’s Play Area
2026-06-06 12:00,Men’s Heart Circle. Men’s Heart Circle: A space for real conversations among men. Drop the armour and support one another in an open and caring space. Open to anyone who identifies as male.,Healing Kiss
2026-06-06 12:00,"Body Break w Jane-Dawnda!. Body Break w Jane-Dawnda!: Get ready to werk-it out w Jane- Dawnda. 70s/80s workout —think Jamie Lee Curtis moves, big beats & lots of sass. Dress bold, shake dat booty & win prizes! Live DJ set. All the cool kids are doing it! Just do it. Xo",Ironic Spin
2026-06-06 12:00,"Noon Reboot. Noon Reboot: Yoga Flow + Live DJ: FEEL BETTER FAST! Breathe, move, and ride a live DJ Gano wave as RaRa guides you from slow to strong to soft. Shake off the fog, ease aches, and return to your center. Come messy. Leave clear, grounded, and glowing - back to your knowing.",Jellyfish Longue
2026-06-06 12:00,Go Overboard!. Go Overboard!: Hold on to your all-inclusive-cruise-package and plunge overboard into another icy dimension with the Magical Mystery Cruise as we set sail for the (Ant) arctic. Lifeguards on duty 12:00 - 5:00pm daily.,Magical Mystery (Bus) Cruise
2026-06-06 12:00,"Mouthmosas. Mouthmosas: It’s a sea day on the Magical Mystery Cruise as we sail towards the (Ant)arctic. Stroll the sun deck, admire an iceberg, feed the seals, and allow our lifeguards to pour OJ and bubbly directly into your facehole.",Magical Mystery (Bus) Cruise
2026-06-06 12:00,"Gestate, Lounge and Rebirth. Gestate, Lounge and Rebirth: Immerse yourself in a uterine universe. Embibe amniotic pink drinks, strap on your umbilical cord, rejuvenate. Choose your rebirth style off our menu and be reborn via our glorious vagina slide! And so much more!",Living Womb Rebirthing Lounge @ Motherworld
2026-06-06 12:00,Sitka Recovery Meeting at Recovery House.. Sitka Recovery Meeting at Recovery House.: Sitka Recovery meeting at Recovery House. Exploring concepts and tools of recovery.,Recovery House
2026-06-06 12:00,"Bar, Compliments and Curios. Bar, Compliments and Curios: Serving up drinks and kind words, while you peruse the shop of curious wonders. Plinko pays your bill!",Sky Hummingbird Curios & Com- pliments Bar
2026-06-06 12:00,Everyone’s Got a Butt. Everyone’s Got a Butt: Get elbows deep and fist around at our S-L- U-T friendship anal bead bracelet making station.,Slut Camp
2026-06-06 12:00,Fun Bags. Fun Bags: Love boobs? Come flap some fun bags around with our delightful boobie themed cornhole game!,Slut Camp
2026-06-06 12:00,Pin the Dildo on the Dyke. Pin the Dildo on the Dyke: Strap up and strap on! Come play a fun take on a classic game (pin the tail on the donkey)! Frid,Slut Camp
2026-06-06 12:00,"Free Foot Pics. Free Foot Pics: Come take a look at our big and beautiful foot, but be careful, no free foot pics! Make sure to bring an offering to Big Dawg if you want to capture it.",Slut Camp
2026-06-06 12:00,Slut Altar. Slut Altar: Come revere the slut within and leave a slutty confession,Slut Camp
2026-06-06 12:00,Freak-Flag Raising Ceremony. Freak-Flag Raising Ceremony: Daily raising of our perverted flags to honour the sluts. Come pay your respects. Featuring our rage box - a designated place to write and store your rage.,Slut Camp
2026-06-06 12:00,Big curl energy. Big curl energy: celebrate your natural curls in all their glory. - Learn how to work with your natural curls. BRING YOUR FAV CURL PRODUCT!!!!,The Cottage
2026-06-06 12:00,"The Low Bar Happy Hour. The Low Bar Happy Hour: The one and only Low Bar pours open daily from 12–4. Spin the wheel, grab a drink, and enjoy the antics of our legendary bartenders.",The Low Bar
2026-06-06 12:00,"Turkish Coffee Service. Turkish Coffee Service: Come have a delicious cup of Turkish Coffee and recieve a divinatory reading with your cup. Please arrive on time, this will be a closed container with a limit of 10 participants.",The Occult Library
2026-06-06 12:00,Music - Live DJ's & Dancing. Some of the hottest artists around bringing you a smorgasbord of auditory delights to dance your hearts out,Chai Trance
2026-06-06 12:00,Hide your shame / hide your stains. mooped some grease on your favourite shirt? burned a hole in your hoodie? Maybe you just want to sew cute patches on your clothes? Come see us! We have the hookup to give your garment new life!,Fix-it Station
2026-06-06 12:30,"Singing soundbath. Come integrate and bathe in the magic of a live vocal soundbath… continue your journey within the mystic, as I sing and heal, a touch of the fae, a touch of the angelic… & a bridge between worlds,",Under The MotherTree
2026-06-06 12:30,Rogue Twister. Twister with a twist. You become part of the board.,Cozy Corner
2026-06-06 12:30,"Somatic Relational Grounding. An opportunity to learn, embody and practice somatic regulation tools that support us to ground into our body and relational awareness. We will journey with our body temple and nervous system in a profound way that will continue to ripple out.",Mother Tree
2026-06-06 13:00,"Come play mini golf. Immerse yourself in our iridescent glow in the dark forest where you play different size of mini golf holes (giant, medium, miniature), a wishing well, a plink- hole and a Confession-hole (a full size confessional where you can confess your sins get absolution)",Abrabrabra
2026-06-06 13:00,"Spill the Tea. Write down the gossip, confession, or secret you’ve always wanted to say out loud and place it in the lockbox — all entries remain anonymous and burned at a later date. Sip on Sweet tea (bourbon optional) while we laugh, release, and let the drama go!",Flamingo Camp
2026-06-06 13:00,"Dance workshop Latin/zouk with adrian and nikki. We love to share our passion for dance! We are primarily interested in Brazilian Zouk, but we also love Lambada, Salsa, Bachata and much more. We’d love to host a workshop and social dance!",Tune Town Stage
2026-06-06 13:00,Partner Stretch Flow. Give your tired dancing legs and back some love. Connect and move with new friends through playful partner stretches and accessible acroyoga-inspired poses. Come solo or with a buddy. Bring a yoga mat!,Big Top Rouge
2026-06-06 13:00,"Elemental Tantra. Awaken your body, ignite your energy, and move as the elements— through breath, body, and conscious touch. Connecting deeply with yourself and others in this embodied tantric journey. Guided by Samantha Hope",True Love Temple
2026-06-06 13:00,"The Official Dock of Questionably Moist Choices. The Official Dock of Questionably Moist Choices: The yacht sank but spirits remain afloat. Join the Boobs crew for cheeky bartenders, ocean- themed nonsense, and friends you won’t remember. Get a little wet, a little weird and maybe a little wobbly on the dance floor. Hydrate irresponsibly 2-6 PM.",Boobs & Berries
2026-06-06 13:00,"Cow Doy Presents. Cow Doy Presents: Reverse Stripping: Encouraged to do with your friends! Start naked or nearly nude (whatever pleases you, never nudes welcome too), and lusciously re-dress your filthy gorgeous body while decoding sinful hidden messages in poledance bangers and jams. Yum!",Camp Otherbo’r’d
2026-06-06 13:00,"Clean Spectacle’s. Clean Spectacle’s: Giant glasses cleaning station, keep your regular sized glasses clean at our not regular sized cleaning station.",Camp phat glASSes
2026-06-06 13:00,"Pickle Priest. Pickle Priest: Confess your sins, and our holy brine may atone you!",Camp Who Says Ni
2026-06-06 13:00,Blob Race & Nail Pooping. Channel your inner amoeba! Race in teams of 4+ inside our famous stretchy amorphous BLOB! And who will we crown chamption of the Dutch tradition of nail pooping? It’s as fun as it sounds.,Portal Lounge
2026-06-06 13:00,Knights Who Roll Initiative. Knights Who Roll Initiative: Drop-in DnD - Character sheets and D20s provided!,Camp Who Says Ni
2026-06-06 13:00,"Chill Pudding Service!. Chill Pudding Service!: Come Come stuff your dusty pie hole with ice cold chill pudding, top it with your favourite special treats from our toppings bar and relax under our big star shade. BYOC. Kids eat free.",Chill Pudding Camp
2026-06-06 13:00,"Intro to Rope with Danger Mouse!. Come learn safety and foundational ties like a single column tie and basic chest harness, variants for diverse bodies. No previous experience needed. Some rope available, or bring your own. Bring a buddy, meet a buddy, or tie yourself in knots!",Welcome to Arcadia
2026-06-06 13:00,"Undershave Touchups and Lesbian Haircuts. Undershave Touchups and Lesbian Haircuts: Come get an undershave or your current one touched up. Or come by to dyke up your look with a new mullet or a rat tail. We don’t guarantee quality, but we do guarantee no one will think you’re straight after you see us.",Dyke Chilling Park
2026-06-06 13:30,"Festival Friending: Speed Connecting & Conscious Convos. Meet inspiring humans through fun, thought-provoking connection exercises and small-group discussions. We blend music, movement and meaningful conversation to help you make new friends and deepen bonds. Minimal cringe & maximum fun! Hosted by Konscious Kitties",Ripple Effect
2026-06-06 13:00,"BaAaAaAaAaAr is open. BaAaAaAaAaAr is open: Flock to the barn, drinks and yarn. Shepherd wanted",Ewe-Turn
2026-06-06 13:00,Old Lamb Greg serves baileys from a shoe. Old Lamb Greg serves baileys from a shoe: come over ya fuzzy little man peach,Ewe-Turn
2026-06-06 13:00,"Indugle Your Census Thought- provoking questions, daily Oral Administration. Indugle Your Census Thought- provoking questions, daily Oral Administration: form-filling excitement with paper & pencils. Results will be read aloud for the enjoyment of anyone who wishes to Indulge, and catalogued online with previous years’ questions & answers.",Fafffway Village
2026-06-06 13:00,"Simplified leather sandal making. Simplified leather sandal making: Create a simple pair of flip flop style sandals using leather and some other materials (provided). Must arrive by 1:20 pm to participate, and plan to stay full the 2 hours! Kid- friendly with adult assistance (due to sharp cutting tools)!",Fix-it Station
2026-06-06 13:00,Pheromone Speed Dating. Let your nose lead the way! It’s been a couple days now - bring something that smells authentically you and see if you’re drawn to a mysteriously alluring item from a stranger... and maybe a new connection? Inclusive + facilitated. Come get scentual!,Harmonious Haberdashery
2026-06-06 13:00,"Cuddles and Conversations by Consent. Cuddles and Conversations by Consent: Under facilitation we have decided to create this experimental space where we can, together get closer, feel deeply, in order to ease ourselves into more touch and intimacy, while honouring the conditioning we have and our real and important fears.",The Den
2026-06-06 13:00,Tiny Hands and Questionable Decisions Tattoo Parlour. Tiny Hands and Questionable Decisions Tattoo Parlour: Get tattooed by tiny overconfident humans with limited impulse control but exceptional imagination and enthusiasm.,Ironic Spin
2026-06-06 13:00,"Bling Your Shades Workshop. Bling Your Shades Workshop: Pick new shades or bring your own to decorate and make them yours with sparkling gems, bling, and funky with one-of-a-kind style. Your shades. Your vibe. Your sparkle.",Jellyfish Longue
2026-06-06 13:00,Clown Church. Clown Church: Time to unleash your inner fool! Come get silly and unhinged through beginner-friendly clowning and improv games.,Little Big
2026-06-06 13:00,"Open Pog & Gameplay + Other Activities. Open Pog & Gameplay + Other Activities: The mats are out and the tubes are open. Come through for open-play Pogs, Magic, Pokémon, or board games before The Record Shop opens.",Pogs 4 Applause
2026-06-06 13:00,"Hop Hop Dance Lesson for Kids. Hop Hop Dance Lesson for Kids: Come learn some hip hop moves. Ages 6-12. Parents can sit and enjoy a mocktail, the lounge or the Ball Pit",Recovery House
2026-06-06 13:00,"Live Electronic Music by Arcomere. Live Electronic Music by Arcomere: Tired of DJs?? Come vibe out at our bar while electronic music gets made live, on the spot",Sky Hummingbird Curios & Com- pliments Bar
2026-06-06 13:00,Achillean Gay Homo Spin the Bottle. Achillean Gay Homo Spin the Bottle: Fellas who like to kiss fellas! Come back to the gay old days of high school with us and choose from our smoochie menu. You might even get 77 seconds in heaven. 19+,Smut Café
2026-06-06 13:00,"The Dart Knight Variety Hour. Come for the smokes, stay for the smokin’ entartainment! This niche nicotine show enters its trilogy year with pufformances in burlesque, poetry, songs, and cigarette shenanigans. Join us for a dart and Smoke Em’ If You Gotham! (19+)",Vic Drip
2026-06-06 13:00,Stardust “Cosmic Communion” Dance Party. Stardust “Cosmic Communion” Dance Party: Didn’t get enough Stardust Friday? Come dance during our cosmic communion revival seance. Ambitions and pants optional.,Stardust Saloon
2026-06-06 13:00,"Big Tom’s Soul Patrol. Big Tom’s Soul Patrol: A deep‑cut journey through classic soul: velvet vocals, tight horns, and that unmistakable James‑Brown‑style fire that gets every body moving. Hosted by our one and only camp co-lead, Big Tom.",The Cottage
2026-06-06 13:00,"Indugle Your Census. Indugle Your Census: Thought- provoking questions, daily Oral Administration: form-filling excitement with paper & pencils. Results will be read aloud for the enjoyment of anyone who wishes to Indulge, and catalogued online with previous years’ questions & answers.",The Fafffway Village
2026-06-06 13:00,"+The Grand Jousting Tourney+. +The Grand Jousting Tourney+: Hear ye hear ye! The jousts return! We invite you to witness the spectacle of colorfully clashing knights fight atop steeds at high speeds. Come cheer, jeer, quaff a beer, and celebrate the 2nd year!",The Fizzy Familiar
2026-06-06 13:00,"The Flair Stitch Project. The Flair Stitch Project: Crochet Circle: All skill levels welcome. Learn some basic stitches, make a granny square for our community quilt with our provided materials, or bring your own project and hang out in a chill space.","Living Room, The"
2026-06-06 13:00,The Otherworld Beer Mile. The Otherworld Beer Mile: Run a mile and down 4 beers as fast as you can at the Otherworld Beer Mile. Medals awarded to finishers. Limited beer available—participants encouraged to bring their own.,The Low Bar
2026-06-06 13:00,"Really Lost Snow Cones. Not all penguins who wander are lost…but we are! It’s ok though, we bring snow with us to keep cool. If you find us, we’ll share it with you! Give us an “ark, ark, ark” and we might even moisten it with one of our many home made syrup flavours.",Really Lost Penguins Chill Cave
2026-06-06 13:30,Squirtshop Discussion. Squirtshop Discussion: This will be a semi- moderated discussion circle about female ejaculation / squirting. Testimonies and questions and answers over one hour. Demonstrations will only be available after dark at the Babylon tent! (19+).,Babylon
2026-06-06 13:30,"Release your thirst: sensual massage intro. Come in from the sun, lay down, and quench our collective thirst for touch through a sensual massage workshop. Bring a partner or join with someone at the session to learn touch and breath techniques.",Thirst Trap
2026-06-06 14:00,Cuddling Workshop. The art of cuddling,Cozy Corner
2026-06-06 14:00,Propagation Station. Feel the earth between your fingers as you plant a new little friend (seed or succulent) in a newly decorated pot done by you!,Absurditea
2026-06-06 14:00,"The Head Space. The Head Space: Guillotine talks: Words on uprising, praxis/hope 4 a better tomorrow. Fighting for Forest & Climate. Matriarchy: systemic change & care. Trust Issues: Media lit, surviving Info-Apocalypse. Protect Yo Neck: Data retention/ Privacy, Cyber hygiene. Radical Joy",Welcome to the Resistance
2026-06-06 14:00,Hobby Wild Things!. Neeeiiigghhhh phhh... Come craft your very own hobby horse or wild thing! Complete with Obstacle Course to put your creature through it’s paces and show off your skills..,Wild Things Camp
2026-06-06 14:00,"AcroYoga with Melanie Sue. AcroYoga with Melanie Sue: Dabbling in the wonderful world of acroyoga! Whether you’ve never heard of it or have been practicing for years, we can all have some fun! Spend the afternoon playing and connecting.",Big Top Rouge
2026-06-06 14:00,Electrolyte Elixir Bar. Electrolyte Elixir Bar: Are you hydrated? Didn’t think so. Come replenish your body chemicals with our proprietary health and mana potions,Camp Who Says Ni
2026-06-06 14:00,Facepainting and Needle-less Tattoos. Facepainting and Needle-less Tattoos,Moonlit Tales
2026-06-06 14:00,Bardic Open Mic. Bardic Open Mic: Minstrel and Songsmith Variety Show!,Camp Who Says Ni
2026-06-06 14:00,Moist Nitro Yerba Mate. Moist Nitro Yerba Mate: Come fill your MUGS with some moist offerings of Nitro Yerba Mate,CLuG
2026-06-06 14:00,"The Feeling Map. Collaborative string art project. Each colour holds a feeling. Choose one that feels closest to you, then attach it to the daily map, 3 feeling maps created over 3 days. Return at dusk for the glow.",Electric Circus
2026-06-06 14:00,"Open Mic 3:33 Performance Hour. Open Mic style, bring your 3:33-minutes of dance, song, comedy, puppetry, striptease, burlesque, performance art - as long as it’s live! Time limit strictly enforced with spankings. Oh and we have a pole",Electric Circus
2026-06-06 14:00,"Fix-it Station. Fix-it Station: Open for drop-ins: The place to go to help you express yourself & decommodify by fixin yer shit. We’ve got a bunch of tools (sewing, grommets, rivets, glues, tapes, + more!) and supplies to help you repair your OW finery (or just come hang out and make!)",Fix-it Station
2026-06-06 14:00,"Temporary Tattoo/Body Adornment Station. Temporary Tattoo/Body Adornment Station: Come get prettied up with temporary tattoos and various body adornment offerings Come chill in our Plounge Twinkle Tent, coze up with a quirky book, pull an oracle card, cuddle a squishmallow and prepare to have your senses gently delighted. Roving Moth Dance. Temporary Tattoo/ Adornment Station. Yoga Nidra Tent. Chill vibes.",Lunar Moth Camp
2026-06-06 14:00,"Touch Tunnel. Slip Into Something Sensory: At Touch Temple Camp downstairs (look for hand flags and red&gold circus tent), take 10 minutes for a guided journey through fire, water, air, and ground touch. Invigorating, sensory, and a little moist. Wake your boggy senses!",Touch Temple
2026-06-06 14:00,Tune Town Open Mic. Hosted by everyone’s good friend Glenn come by camp during the open mic or before to sign up play a couple tunes and make some friends collaboration is encouraged,Tune Town Stage
2026-06-06 14:00,Consent and Kink with Skylar (19+). Consent and Kink with Skylar (19+): Come learn the rules of consent for the Tanric Tavern. This general consent workshop gets you a stamp to our SOP space. The workshop will be followed by some kinky education.,Nauti Norse
2026-06-06 14:00,"Candy & Kandi. Candy & Kandi: Looking for an all-ages art activity? Come eat candy while making kandi crafts at Recovery House! Make one, gift one, and receive one.",Recovery House
2026-06-06 14:00,"Salon Saloon Saturday. Come for the haircut, stay for the hoedown and the races, and leave with a style that says, “I’m the baddest cowpoke in town.” Bring your hat, bring your friends, and let us freshen you up for the Effigy “burns”.",Salon Saloon
2026-06-06 14:00,Yoni Brooch Making. Yoni Brooch Making: Come craft a yoni brooch out of reclaimed fabric and honour the magic and mystery that is the beautiful portal of life,Smut Café
2026-06-06 14:00,"Latin Heat with Esteban & Eric. Latin Heat with Esteban & Eric: Vintage Latino rhythms and Cuban‑jazz fire wrapped in pure Miami cool—bright horns, silky grooves, and a soundtrack for neon streets and warm midnight air.",The Cottage
2026-06-06 14:00,"Appy Barra Food Stand. Appy Barra Food Stand: There will be appies. There will be a stand, and probably a capybara.",The Cottage
2026-06-06 14:00,"Into to slinging. Into to slinging: Have a Goliath that needs slaying? Make your own sling and start practicing today. Tutorial, supplies, and marshmallows included @ effigy",Effigy
2026-06-06 14:00,Nano Donuts From The Future!. Nano Donuts From The Future!: Our flavour scientists have traveled back from the year 2037 to share their latest treats with you. Come find our roaming time travelling bakery and try a nano donut today! (or yesterday if you’re also a time traveller!),Nano Donuts From The Future!
2026-06-06 14:00,Sock Wrestling. wrestle a sock off your friend / challengers,Tune Town Stage
2026-06-06 14:00,"Sh*t Big Sisters Say. You’ve got problems, and we’ve got opinions. So, come dish to your big sisters and we’ll give you the advice you clearly need. That’s what sisters are for. And don’t worry, we won’t tell mom. Crafts and snacks provided. Sass and snark guaranteed.","The Sisterhood of Unsolicited
Advice"
2026-06-06 14:00,ClownProv. Experience the wacky and crazy interweaving of clowning and improv. Participate or watch people exploring play with a whimsical vigor.,Tune Town Stage
2026-06-06 14:00,"BitCorn Stalk Market. Come bet the farm! Corntastic carnival games: Corn Hole, Barnyard Basketball & Corn Ring Toss. Win tickets, trade for corny prizes at the Bitcorn Stalk Market. Buy High, Sell Low! Be warned, it’s a volatile ecornomy… Iced Tea & Popcorn!",Absurditea
2026-06-06 14:30,"Ear Ye, ‘Ear Ye. Ear Ye, ‘Ear Ye: Animal Ear Making!: Come decorate your domes, flirt with your fursona or create a gift for your colleagues in the default world at our ear-making workshop. We provide the tools and materials to upcycle fabric scraps into fanciful fashion. Optional: BYOFabric to upcycle!",Six Degrees of Bacon
2026-06-06 14:30,"Touch Your Desires Conversation Cafe. At Touch Temple Camp downstairs (hand flags & red/gold circus tent), pull up a seat at this Café serving a menu of poetry, humor, bad advice, coaching, and consensual touch, all served with empathy and fun.",Touch Temple
2026-06-06 14:30,Sugar High: Epic Cupcakes. Play “Truth or Dare Icing Breakers” + eat the most EPIC cupcake of your life.,Sunnydaze Esplanade (Horse Cakes)
2026-06-06 14:30,"Weaving the Relational Web. Step into a playful space for real human connection. Expect laughter, curiosity, and just the right amount of emotional moisture to add a little extra magic to your festival.",Mother Tree
2026-06-06 14:50,Variety hour. What it sounds like variety style performance. Have a weird skill or performance that is less than 15 min come sign up while space is available,Tune Town Stage
2026-06-06 14:50,Ms Magpie. some tramps will play some sad music,Tune Town Stage
2026-06-06 14:55,Variety Show. Variety Show,Tune Town Stage
2026-06-06 15:00,Kinky Alter Ego Building. Kinky Alter Ego Building: Struggle with dirty talk? Know what you want but don’t know how to ask for it? This crash course in kink character and communication will help you figure out what you want and how to get it! (19+).,Babylon
2026-06-06 15:00,"Staff Spinning Vertical and Horizontal plane exploration. Staff Spinning Vertical and Horizontal plane exploration: Come on a staff spinning journey with Sticks. Staff prop manipulation, understanding some of the different styles and planes of play.",Big Top Rouge
2026-06-06 15:00,"Sigil/Talisman Making. Sigil/Talisman Making: Create your own magickal artifact, imbued with intention and Olderworldly energies!",Camp Who Says Ni
2026-06-06 15:00,"Hummus Speed Dating. Hummus Speed Dating: We’ll bring the hummus, you bring something to dip into it. It’s not queer if it’s not a pot luck. Come meet some new dykes (or your future ex).",Dyke Chilling Park
2026-06-06 15:00,Electric Circus DJ Power Hour. ,Electric Circus
2026-06-06 15:00,"Social Experiments. YOU are the lab rats. Part social petri dish, part tea-fueled craft circle, we’re dissecting connection with precision. Grab a cuppa tea (chilled if it’s hot out) and engage in the social experiment activities",Harmonious Haberdashery
2026-06-06 15:00,Live lamb drawing session. Live lamb drawing session: Ever been drawn by a flock of sheep? Models and drawing enthusiasts welcome,Ewe-Turn
2026-06-06 15:00,Midsummers night’s dream. Midsummers night’s dream: Shakespeariance!,Fantasia
2026-06-06 15:00,"Scrap Happy Junk Journals. Scrap Happy Junk Journals: Scrap Happy Junk Journals is a fun, hands- on workshop where participants transform everyday paper scraps into unique handmade journals using collage, stamping, layering, and simple bookmaking techniques. Ages 8+ (check out @upstyleart for inspo!)",Fix-it Station
2026-06-06 15:00,"Healing Sessions. 1-on-1 healing sessions, including massage, reiki, sound healing, breathwork, and other modalities.",Healing Kiss
2026-06-06 15:00,"UKG JAM. UKG JAM: Fun, daytime ukg - late brunch and vibes friendly the ideal soundtrack for a sunny afternoon, smooth and soulful, uplifting melodies Bring your mimosas, spicy caesars and party shades :sunglasses:",Ironic Spin
2026-06-06 15:00,Get in der’ - Jizz Crafting and Race for Your Life. Get in der’ - Jizz Crafting and Race for Your Life: Come craft your own personalized balloon sperm or ovum at the Womb and then race it to win a chance at existence! Free rebirthing while you wait.,Living Womb Rebirthing Lounge @ Motherworld
2026-06-06 15:00,Crisis Counselling. Crisis Counselling: Need some de- escalation? Feelings are feeling too much? Come down to Compliment Camp and talk with our working crisis counsellor for any mental health or substance use concerns,Compliment Camp
2026-06-06 15:00,serious games for unserious times. A clownfull invitation to trip over our seriousness and land-back into our bodies.,Thirst Trap
2026-06-06 15:00,"Temple Touch. Temple Touch: Ritual of the Senses: Temple Touch is a guided healing ritual awakening the body through the five senses—touch, scent, sound, sight, and taste—inviting deeper connection with yourself while honoring another through the art of devotional giving and receiving.",Mother Tree
2026-06-06 15:00,"Charrrrrrrge!. Charrrrrrrge!: Join us in the Tavern to get ready for a charge around Otherworld! War paint, braiding, and liquid courage offered.",Nauti Norse
2026-06-06 15:00,"Amulet Alchemy. Amulet Alchemy: DIY jewelry making out of beach glass! Carve sigils into found beach glass, and turn it into your very own wearable art!",Neon Valhalla
2026-06-06 15:00,Orcar at Ripple Effect. Orcar at Ripple Effect: Orcar makes a daytime splash at Ripple Effect. Join us with our wettest friends while Orcar Pod Energy takes over the decks..,Ripple Effect
